Geography,Industry,Age group,Year,Labour force (persons*1000),"Employment (persons*1,000)","Unemployment (persons*1,000)",Unemployment rate
Newfoundland and Labrador,Services-producing sector,55 years and over,2013,36.7,33.9,2.7,0.07356948228882834
Newfoundland and Labrador,Services-producing sector,55 years and over,2014,39.5,35.8,3.8,0.09620253164556962
Newfoundland and Labrador,Services-producing sector,55 years and over,2015,39.5,35.7,3.8,0.09620253164556962
Newfoundland and Labrador,Services-producing sector,55 years and over,2016,40.0,36.6,3.3,0.08249999999999999
Newfoundland and Labrador,Services-producing sector,55 years and over,2017,39.1,35.1,4.0,0.10230179028132992
Newfoundland and Labrador,Services-producing sector,55 years and over,2018,40.9,37.2,3.6,0.08801955990220049
Newfoundland and Labrador,Services-producing sector,55 years and over,2019,43.5,40.0,3.5,0.08045977011494253
Newfoundland and Labrador,Services-producing sector,55 years and over,2020,39.3,35.0,4.3,0.10941475826972011
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2010,7.6,0.0,7.6,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2011,7.7,0.0,7.7,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2012,8.2,0.0,8.2,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2013,7.5,0.0,7.5,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2014,6.8,0.0,6.8,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2015,6.9,0.0,6.9,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2016,8.6,0.0,8.6,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2017,9.2,0.0,9.2,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2018,8.4,0.0,8.4,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2019,7.3,0.0,7.3,1.0
Newfoundland and Labrador,Unclassified industries,15 years and over (x 1000),2020,6.9,0.0,6.9,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2010,1.9,0.0,1.9,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2011,2.2,0.0,2.2,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2012,2.1,0.0,2.1,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2013,2.0,0.0,2.0,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2014,1.8,0.0,1.8,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2015,1.9,0.0,1.9,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2016,2.1,0.0,2.1,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2017,2.0,0.0,2.0,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2018,1.6,0.0,1.6,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2019,2.2,0.0,2.2,1.0
Newfoundland and Labrador,Unclassified industries,15 to 24 years (x 1000),2020,1.8,0.0,1.8,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2010,4.5,0.0,4.5,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2011,4.4,0.0,4.4,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2012,4.8,0.0,4.8,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2013,3.6,0.0,3.6,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2014,3.6,0.0,3.6,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2015,3.6,0.0,3.6,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2016,4.5,0.0,4.5,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2017,5.0,0.0,5.0,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2018,4.5,0.0,4.5,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2019,3.8,0.0,3.8,1.0
Newfoundland and Labrador,Unclassified industries,25 to 54 years (x 1000),2020,2.9,0.0,2.9,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2010,1.2,0.0,1.2,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2011,1.2,0.0,1.2,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2012,1.2,0.0,1.2,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2013,1.9,0.0,1.9,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2014,1.4,0.0,1.4,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2015,1.4,0.0,1.4,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2016,2.0,0.0,2.0,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2017,2.1,0.0,2.1,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2018,2.2,0.0,2.2,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2019,1.3,0.0,1.3,1.0
Newfoundland and Labrador,Unclassified industries,55 years and over (x 1000),2020,2.1,0.0,2.1,1.0
Prince Edward Island,All industries,15 years and over,2010,78.3,69.3,9.0,0.11494252873563218
Prince Edward Island,All industries,15 years and over,2011,80.7,71.6,9.0,0.11152416356877323
Prince Edward Island,All industries,15 years and over,2012,81.8,72.5,9.3,0.11369193154034231
Prince Edward Island,All industries,15 years and over,2013,82.9,73.2,9.7,0.11700844390832327
Prince Edward Island,All industries,15 years and over,2014,81.6,72.9,8.7,0.10661764705882353
Prince Edward Island,All industries,15 years and over,2015,80.7,72.1,8.5,0.10532837670384139
Prince Edward Island,All industries,15 years and over,2016,79.7,71.1,8.7,0.10915934755332496
Prince Edward Island,All industries,15 years and over,2017,81.6,73.6,8.1,0.09926470588235295
Prince Edward Island,All industries,15 years and over,2018,84.7,76.6,8.0,0.09445100354191263
Prince Edward Island,All industries,15 years and over,2019,86.8,79.2,7.6,0.08755760368663594
Prince Edward Island,All industries,15 years and over,2020,85.6,76.7,8.9,0.10397196261682244
Prince Edward Island,All industries,15 to 24 years,2010,12.9,10.8,2.1,0.16279069767441862
Prince Edward Island,All industries,15 to 24 years,2011,13.6,11.6,2.0,0.14705882352941177
Prince Edward Island,All industries,15 to 24 years,2012,13.0,10.7,2.3,0.1769230769230769
Prince Edward Island,All industries,15 to 24 years,2013,12.9,10.5,2.4,0.18604651162790697
Prince Edward Island,All industries,15 to 24 years,2014,12.5,10.4,2.1,0.168
Prince Edward Island,All industries,15 to 24 years,2015,12.3,10.3,1.9,0.15447154471544713
Prince Edward Island,All industries,15 to 24 years,2016,12.4,10.5,1.9,0.15322580645161288
Prince Edward Island,All industries,15 to 24 years,2017,12.6,10.9,1.7,0.1349206349206349
Prince Edward Island,All industries,15 to 24 years,2018,13.2,11.5,1.7,0.12878787878787878
Prince Edward Island,All industries,15 to 24 years,2019,14.2,12.7,1.5,0.10563380281690142
Prince Edward Island,All industries,15 to 24 years,2020,13.4,11.2,2.2,0.16417910447761194
Prince Edward Island,All industries,25 to 54 years,2010,49.9,44.9,5.1,0.10220440881763526
Prince Edward Island,All industries,25 to 54 years,2011,50.6,45.5,5.2,0.10276679841897234
Prince Edward Island,All industries,25 to 54 years,2012,51.1,46.3,4.7,0.09197651663405088
Prince Edward Island,All industries,25 to 54 years,2013,50.3,45.3,5.0,0.09940357852882704
Prince Edward Island,All industries,25 to 54 years,2014,49.6,45.4,4.2,0.08467741935483872
Prince Edward Island,All industries,25 to 54 years,2015,49.3,44.9,4.4,0.08924949290060853
Prince Edward Island,All industries,25 to 54 years,2016,48.0,43.7,4.3,0.08958333333333333
Prince Edward Island,All industries,25 to 54 years,2017,49.2,44.9,4.3,0.08739837398373983
Prince Edward Island,All industries,25 to 54 years,2018,50.2,46.1,4.1,0.08167330677290835
Prince Edward Island,All industries,25 to 54 years,2019,50.9,47.1,3.8,0.07465618860510806
Prince Edward Island,All industries,25 to 54 years,2020,51.0,46.3,4.7,0.09215686274509804
Prince Edward Island,All industries,55 years and over,2010,15.5,13.6,1.8,0.11612903225806452
Prince Edward Island,All industries,55 years and over,2011,16.5,14.6,1.9,0.11515151515151514
Prince Edward Island,All industries,55 years and over,2012,17.7,15.5,2.2,0.12429378531073448
Prince Edward Island,All industries,55 years and over,2013,19.8,17.5,2.3,0.11616161616161615
Prince Edward Island,All industries,55 years and over,2014,19.5,17.1,2.5,0.1282051282051282
Prince Edward Island,All industries,55 years and over,2015,19.1,16.9,2.2,0.11518324607329843
Prince Edward Island,All industries,55 years and over,2016,19.3,16.9,2.5,0.12953367875647667
Prince Edward Island,All industries,55 years and over,2017,19.9,17.8,2.1,0.10552763819095479
Prince Edward Island,All industries,55 years and over,2018,21.3,19.0,2.3,0.10798122065727699
Prince Edward Island,All industries,55 years and over,2019,21.7,19.4,2.3,0.10599078341013825
Prince Edward Island,All industries,55 years and over,2020,21.2,19.2,2.0,0.09433962264150944
Prince Edward Island,Goods-producing sector,15 years and over,2010,20.0,16.5,3.5,0.175
Prince Edward Island,Goods-producing sector,15 years and over,2011,21.3,17.5,3.8,0.1784037558685446
Prince Edward Island,Goods-producing sector,15 years and over,2012,21.7,18.1,3.6,0.16589861751152074
Prince Edward Island,Goods-producing sector,15 years and over,2013,21.4,17.8,3.7,0.17289719626168226
Prince Edward Island,Goods-producing sector,15 years and over,2014,21.0,17.8,3.2,0.1523809523809524
Prince Edward Island,Goods-producing sector,15 years and over,2015,20.2,16.9,3.3,0.16336633663366337
Prince Edward Island,Goods-producing sector,15 years and over,2016,19.5,16.3,3.2,0.1641025641025641
Prince Edward Island,Goods-producing sector,15 years and over,2017,20.6,17.4,3.2,0.1553398058252427
Prince Edward Island,Goods-producing sector,15 years and over,2018,22.7,19.5,3.2,0.14096916299559473
Prince Edward Island,Goods-producing sector,15 years and over,2019,23.2,20.1,3.1,0.13362068965517243
Prince Edward Island,Goods-producing sector,15 years and over,2020,22.1,19.6,2.5,0.11312217194570134
Prince Edward Island,Goods-producing sector,15 to 24 years,2010,2.5,1.8,0.7,0.27999999999999997
Prince Edward Island,Goods-producing sector,15 to 24 years,2011,3.0,2.4,0.6,0.19999999999999998
Prince Edward Island,Goods-producing sector,15 to 24 years,2012,3.0,2.2,0.8,0.26666666666666666
Prince Edward Island,Goods-producing sector,15 to 24 years,2013,2.5,1.8,0.7,0.27999999999999997
Prince Edward Island,Goods-producing sector,15 to 24 years,2014,2.4,1.8,0.6,0.25
Prince Edward Island,Goods-producing sector,15 to 24 years,2015,2.1,1.6,0.5,0.23809523809523808
Prince Edward Island,Goods-producing sector,15 to 24 years,2016,2.2,1.7,0.4,0.18181818181818182
Prince Edward Island,Goods-producing sector,15 to 24 years,2017,2.0,1.6,0.4,0.2
Prince Edward Island,Goods-producing sector,15 to 24 years,2018,2.8,2.3,0.5,0.17857142857142858
Prince Edward Island,Goods-producing sector,15 to 24 years,2019,2.8,2.5,0.4,0.14285714285714288
Prince Edward Island,Goods-producing sector,15 to 24 years,2020,2.7,2.4,0.4,0.14814814814814814
Prince Edward Island,Goods-producing sector,25 to 54 years,2010,13.5,11.2,2.2,0.16296296296296298
Prince Edward Island,Goods-producing sector,25 to 54 years,2011,13.9,11.3,2.6,0.18705035971223022
Prince Edward Island,Goods-producing sector,25 to 54 years,2012,13.5,11.6,1.9,0.14074074074074072
Prince Edward Island,Goods-producing sector,25 to 54 years,2013,12.8,10.7,2.1,0.1640625
Prince Edward Island,Goods-producing sector,25 to 54 years,2014,12.9,11.1,1.7,0.1317829457364341
Prince Edward Island,Goods-producing sector,25 to 54 years,2015,12.5,10.6,1.8,0.14400000000000002
Prince Edward Island,Goods-producing sector,25 to 54 years,2016,11.4,9.8,1.7,0.14912280701754385
Prince Edward Island,Goods-producing sector,25 to 54 years,2017,12.9,11.2,1.7,0.1317829457364341
Prince Edward Island,Goods-producing sector,25 to 54 years,2018,13.0,11.3,1.7,0.13076923076923078
Prince Edward Island,Goods-producing sector,25 to 54 years,2019,13.3,11.6,1.7,0.12781954887218044
Prince Edward Island,Goods-producing sector,25 to 54 years,2020,12.9,11.4,1.5,0.11627906976744186
Prince Edward Island,Goods-producing sector,55 years and over,2010,4.1,3.4,0.6,0.14634146341463417
Prince Edward Island,Goods-producing sector,55 years and over,2011,4.4,3.8,0.6,0.13636363636363635
Prince Edward Island,Goods-producing sector,55 years and over,2012,5.1,4.3,0.9,0.17647058823529413
Prince Edward Island,Goods-producing sector,55 years and over,2013,6.2,5.3,0.9,0.14516129032258066
Prince Edward Island,Goods-producing sector,55 years and over,2014,5.7,4.8,0.8,0.14035087719298245
Prince Edward Island,Goods-producing sector,55 years and over,2015,5.7,4.7,1.0,0.17543859649122806
Prince Edward Island,Goods-producing sector,55 years and over,2016,5.9,4.8,1.1,0.1864406779661017
Prince Edward Island,Goods-producing sector,55 years and over,2017,5.7,4.7,1.0,0.17543859649122806
Prince Edward Island,Goods-producing sector,55 years and over,2018,6.9,5.9,1.0,0.14492753623188406
Prince Edward Island,Goods-producing sector,55 years and over,2019,7.0,6.0,1.0,0.14285714285714285
Prince Edward Island,Goods-producing sector,55 years and over,2020,6.4,5.8,0.6,0.09374999999999999
Prince Edward Island,Services-producing sector,15 years and over,2010,57.2,52.8,4.4,0.07692307692307693
Prince Edward Island,Services-producing sector,15 years and over,2011,58.3,54.1,4.2,0.07204116638078903
Prince Edward Island,Services-producing sector,15 years and over,2012,58.8,54.4,4.4,0.07482993197278913
Prince Edward Island,Services-producing sector,15 years and over,2013,59.9,55.4,4.4,0.07345575959933223
Prince Edward Island,Services-producing sector,15 years and over,2014,59.1,55.1,4.0,0.0676818950930626
Prince Edward Island,Services-producing sector,15 years and over,2015,58.8,55.2,3.6,0.06122448979591837
Prince Edward Island,Services-producing sector,15 years and over,2016,58.6,54.7,3.9,0.06655290102389078
Prince Edward Island,Services-producing sector,15 years and over,2017,59.5,56.1,3.3,0.05546218487394958
Prince Edward Island,Services-producing sector,15 years and over,2018,60.5,57.1,3.4,0.05619834710743801
Prince Edward Island,Services-producing sector,15 years and over,2019,62.3,59.1,3.1,0.04975922953451044
Prince Edward Island,Services-producing sector,15 years and over,2020,62.1,57.1,5.0,0.08051529790660225
Prince Edward Island,Services-producing sector,15 to 24 years,2010,10.1,9.0,1.1,0.10891089108910892
Prince Edward Island,Services-producing sector,15 to 24 years,2011,10.3,9.2,1.1,0.10679611650485438
Prince Edward Island,Services-producing sector,15 to 24 years,2012,9.5,8.4,1.0,0.10526315789473684
Prince Edward Island,Services-producing sector,15 to 24 years,2013,9.8,8.7,1.1,0.11224489795918367
Prince Edward Island,Services-producing sector,15 to 24 years,2014,9.6,8.6,0.9,0.09375
Prince Edward Island,Services-producing sector,15 to 24 years,2015,9.6,8.8,0.8,0.08333333333333334
Prince Edward Island,Services-producing sector,15 to 24 years,2016,9.7,8.8,0.9,0.09278350515463918
Prince Edward Island,Services-producing sector,15 to 24 years,2017,10.1,9.3,0.8,0.07920792079207921
Prince Edward Island,Services-producing sector,15 to 24 years,2018,9.9,9.3,0.7,0.0707070707070707
Prince Edward Island,Services-producing sector,15 to 24 years,2019,10.9,10.3,0.7,0.06422018348623852
Prince Edward Island,Services-producing sector,15 to 24 years,2020,10.2,8.8,1.4,0.13725490196078433
Prince Edward Island,Services-producing sector,25 to 54 years,2010,35.9,33.6,2.3,0.06406685236768803
Prince Edward Island,Services-producing sector,25 to 54 years,2011,36.2,34.1,2.1,0.058011049723756904
Prince Edward Island,Services-producing sector,25 to 54 years,2012,37.0,34.7,2.3,0.06216216216216216
Prince Edward Island,Services-producing sector,25 to 54 years,2013,36.7,34.6,2.2,0.05994550408719346
Prince Edward Island,Services-producing sector,25 to 54 years,2014,36.1,34.3,1.8,0.04986149584487535
Prince Edward Island,Services-producing sector,25 to 54 years,2015,36.2,34.3,1.9,0.05248618784530386
Prince Edward Island,Services-producing sector,25 to 54 years,2016,35.8,33.9,1.9,0.05307262569832402
Prince Edward Island,Services-producing sector,25 to 54 years,2017,35.5,33.7,1.8,0.05070422535211268
Prince Edward Island,Services-producing sector,25 to 54 years,2018,36.5,34.8,1.8,0.049315068493150684
Prince Edward Island,Services-producing sector,25 to 54 years,2019,37.0,35.5,1.5,0.04054054054054054
Prince Edward Island,Services-producing sector,25 to 54 years,2020,37.4,34.9,2.5,0.06684491978609626
Prince Edward Island,Services-producing sector,55 years and over,2010,11.2,10.2,1.0,0.08928571428571429
Prince Edward Island,Services-producing sector,55 years and over,2011,11.8,10.8,1.0,0.0847457627118644
Prince Edward Island,Services-producing sector,55 years and over,2012,12.3,11.2,1.1,0.08943089430894309
Prince Edward Island,Services-producing sector,55 years and over,2013,13.3,12.2,1.1,0.08270676691729323
Prince Edward Island,Services-producing sector,55 years and over,2014,13.4,12.2,1.2,0.08955223880597014
Prince Edward Island,Services-producing sector,55 years and over,2015,13.1,12.2,0.9,0.06870229007633588
Prince Edward Island,Services-producing sector,55 years and over,2016,13.1,12.0,1.1,0.08396946564885498
Prince Edward Island,Services-producing sector,55 years and over,2017,13.9,13.1,0.8,0.05755395683453238
Prince Edward Island,Services-producing sector,55 years and over,2018,14.1,13.1,1.0,0.07092198581560284
Prince Edward Island,Services-producing sector,55 years and over,2019,14.4,13.4,1.0,0.06944444444444445
Prince Edward Island,Services-producing sector,55 years and over,2020,14.5,13.4,1.1,0.07586206896551725
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2010,1.1,0.0,1.1,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2011,1.1,0.0,1.1,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2012,1.3,0.0,1.3,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2013,1.6,0.0,1.6,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2014,1.6,0.0,1.6,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2015,1.6,0.0,1.6,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2016,1.6,0.0,1.6,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2017,1.5,0.0,1.5,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2018,1.4,0.0,1.4,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2019,1.3,0.0,1.3,1.0
Prince Edward Island,Unclassified industries,15 years and over (x 1000),2020,1.4,0.0,1.4,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2010,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2011,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2012,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2013,0.6,0.0,0.6,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2014,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2015,0.6,0.0,0.6,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2016,0.6,0.0,0.6,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2017,0.4,0.0,0.4,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2018,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2019,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,15 to 24 years (x 1000),2020,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2010,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2011,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2012,0.5,0.0,0.5,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2013,0.7,0.0,0.7,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2014,0.6,0.0,0.6,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2015,0.7,0.0,0.7,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2016,0.7,0.0,0.7,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2017,0.8,0.0,0.8,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2018,0.6,0.0,0.6,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2019,0.6,0.0,0.6,1.0
Prince Edward Island,Unclassified industries,25 to 54 years (x 1000),2020,0.7,0.0,0.7,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2010,0.2,0.0,0.2,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2011,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2012,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2013,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2014,0.4,0.0,0.4,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2015,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2016,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2017,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2018,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2019,0.3,0.0,0.3,1.0
Prince Edward Island,Unclassified industries,55 years and over (x 1000),2020,0.3,0.0,0.3,1.0
Nova Scotia,All industries,15 years and over,2010,497.7,449.8,47.9,0.09624271649588105
Nova Scotia,All industries,15 years and over,2011,496.2,450.9,45.3,0.09129383313180169
Nova Scotia,All industries,15 years and over,2012,499.9,454.1,45.9,0.09181836367273455
Nova Scotia,All industries,15 years and over,2013,493.8,449.0,44.8,0.0907249898744431
Nova Scotia,All industries,15 years and over,2014,485.8,442.4,43.4,0.0893371757925072
Nova Scotia,All industries,15 years and over,2015,481.3,439.4,42.0,0.08726366091834614
Nova Scotia,All industries,15 years and over,2016,479.7,439.3,40.4,0.08421930373149886
Nova Scotia,All industries,15 years and over,2017,483.8,442.4,41.4,0.08557255064076064
Nova Scotia,All industries,15 years and over,2018,488.1,450.7,37.4,0.07662364269616881
Nova Scotia,All industries,15 years and over,2019,498.0,461.2,36.7,0.07369477911646587
Nova Scotia,All industries,15 years and over,2020,487.3,439.7,47.6,0.09768109993843628
Nova Scotia,All industries,15 to 24 years,2010,79.9,67.2,12.7,0.15894868585732164
Nova Scotia,All industries,15 to 24 years,2011,77.9,65.1,12.9,0.165596919127086
Nova Scotia,All industries,15 to 24 years,2012,77.4,63.2,14.1,0.1821705426356589
Nova Scotia,All industries,15 to 24 years,2013,75.0,61.7,13.3,0.17733333333333334
Nova Scotia,All industries,15 to 24 years,2014,73.2,60.4,12.8,0.17486338797814208
Nova Scotia,All industries,15 to 24 years,2015,72.9,62.0,11.0,0.15089163237311384
Nova Scotia,All industries,15 to 24 years,2016,69.2,59.2,10.0,0.1445086705202312
Nova Scotia,All industries,15 to 24 years,2017,69.8,58.1,11.6,0.166189111747851
Nova Scotia,All industries,15 to 24 years,2018,73.1,61.6,11.4,0.15595075239398087
Nova Scotia,All industries,15 to 24 years,2019,77.2,66.9,10.3,0.133419689119171
Nova Scotia,All industries,15 to 24 years,2020,70.5,58.4,12.1,0.17163120567375886
Nova Scotia,All industries,25 to 54 years,2010,327.7,299.0,28.7,0.08758010375343302
Nova Scotia,All industries,25 to 54 years,2011,325.2,300.2,25.0,0.07687576875768758
Nova Scotia,All industries,25 to 54 years,2012,321.4,297.2,24.2,0.07529558182949596
Nova Scotia,All industries,25 to 54 years,2013,316.1,292.3,23.8,0.07529262891490035
Nova Scotia,All industries,25 to 54 years,2014,309.4,286.7,22.7,0.07336780866192631
Nova Scotia,All industries,25 to 54 years,2015,305.0,282.5,22.4,0.07344262295081967
Nova Scotia,All industries,25 to 54 years,2016,299.6,277.8,21.8,0.07276368491321762
Nova Scotia,All industries,25 to 54 years,2017,300.7,279.4,21.3,0.07083471898902562
Nova Scotia,All industries,25 to 54 years,2018,301.2,282.6,18.6,0.06175298804780877
Nova Scotia,All industries,25 to 54 years,2019,304.0,285.3,18.7,0.06151315789473684
Nova Scotia,All industries,25 to 54 years,2020,302.3,277.5,24.7,0.08170691366192523
Nova Scotia,All industries,55 years and over,2010,90.0,83.6,6.4,0.07111111111111111
Nova Scotia,All industries,55 years and over,2011,93.1,85.7,7.4,0.079484425349087
Nova Scotia,All industries,55 years and over,2012,101.2,93.7,7.6,0.07509881422924901
Nova Scotia,All industries,55 years and over,2013,102.7,95.0,7.7,0.07497565725413827
Nova Scotia,All industries,55 years and over,2014,103.2,95.3,7.9,0.07655038759689922
Nova Scotia,All industries,55 years and over,2015,103.4,94.8,8.6,0.08317214700193423
Nova Scotia,All industries,55 years and over,2016,110.8,102.3,8.5,0.07671480144404333
Nova Scotia,All industries,55 years and over,2017,113.3,104.9,8.5,0.07502206531332745
Nova Scotia,All industries,55 years and over,2018,113.8,106.5,7.4,0.06502636203866433
Nova Scotia,All industries,55 years and over,2019,116.8,109.0,7.7,0.06592465753424658
Nova Scotia,All industries,55 years and over,2020,114.5,103.8,10.7,0.09344978165938864
Nova Scotia,Goods-producing sector,15 years and over,2010,101.3,88.4,12.9,0.12734452122408688
Nova Scotia,Goods-producing sector,15 years and over,2011,100.7,88.1,12.6,0.12512413108242304
Nova Scotia,Goods-producing sector,15 years and over,2012,99.4,86.2,13.2,0.1327967806841046
Nova Scotia,Goods-producing sector,15 years and over,2013,99.8,86.7,13.1,0.1312625250501002
Nova Scotia,Goods-producing sector,15 years and over,2014,95.1,83.4,11.7,0.12302839116719243
Nova Scotia,Goods-producing sector,15 years and over,2015,94.7,82.1,12.6,0.13305174234424497
Nova Scotia,Goods-producing sector,15 years and over,2016,93.9,81.5,12.4,0.13205537806176784
Nova Scotia,Goods-producing sector,15 years and over,2017,91.6,81.0,10.6,0.11572052401746726
Nova Scotia,Goods-producing sector,15 years and over,2018,93.3,83.7,9.6,0.10289389067524116
Nova Scotia,Goods-producing sector,15 years and over,2019,94.7,86.2,8.5,0.08975712777191129
Nova Scotia,Goods-producing sector,15 years and over,2020,95.2,84.8,10.4,0.1092436974789916
Nova Scotia,Goods-producing sector,15 to 24 years,2010,11.2,9.2,2.0,0.17857142857142858
Nova Scotia,Goods-producing sector,15 to 24 years,2011,10.5,8.4,2.1,0.2
Nova Scotia,Goods-producing sector,15 to 24 years,2012,11.4,8.3,3.1,0.2719298245614035
Nova Scotia,Goods-producing sector,15 to 24 years,2013,10.0,8.1,1.9,0.19
Nova Scotia,Goods-producing sector,15 to 24 years,2014,10.7,8.0,2.6,0.2429906542056075
Nova Scotia,Goods-producing sector,15 to 24 years,2015,9.7,7.6,2.1,0.21649484536082478
Nova Scotia,Goods-producing sector,15 to 24 years,2016,10.2,8.3,1.9,0.18627450980392157
Nova Scotia,Goods-producing sector,15 to 24 years,2017,9.2,8.0,1.3,0.14130434782608697
Nova Scotia,Goods-producing sector,15 to 24 years,2018,10.3,8.4,1.9,0.1844660194174757
Nova Scotia,Goods-producing sector,15 to 24 years,2019,11.2,9.7,1.5,0.13392857142857142
Nova Scotia,Goods-producing sector,15 to 24 years,2020,10.7,8.6,2.1,0.19626168224299068
Nova Scotia,Goods-producing sector,25 to 54 years,2010,72.2,63.2,9.0,0.12465373961218836
